record_id,user_name,user_id,charger_id,charged_amount,create_time,begin_time,end_time,charged_time,charging_cost,service_cost,total_cost,is_brake
5,301_01_V5,39,1,24.50,2023-02-03 10:29:01,2023-02-03 06:58:45,2023-02-03 10:29:00,12615,18.12,19.60,37.72,false
